,Доходы гостиниц и аналогичных средств размещения,Число гостиниц и средств размещения,Численность размещенных лиц в гостиницах и ананлогичных средствах размещения,Число ночевок в гостиницах и ананлогичных средствах размещения,"Средняя численность работников, включая внешних совместителей",Число туристских фирм,"Средства, поступившие от реализации туристкого продукта",Число реализованных турпакетов населению
185,-0.1801957267423515,0.3601973684210526,-0.4334665511904401,-0.2400244702858143,False,0.5,-1.6088741631153145,-1.4631583525032306
186,-0.0498147641771793,0.2532894736842106,-0.2398230739242386,0.0242623935518069,False,0.2933884297520661,-1.6208348398148875,-1.5275384739352669
187,,,,,False,,,
188,,,,,False,,,
189,,,,,False,,,
190,,,,,False,,,
191,,,,,False,,,
192,,,,,False,,,
193,,,,,False,,,
194,,,,,False,,,
195,,,,,False,,,
196,,,,,False,,,
197,,,,,False,,,
198,,,,,False,,,
199,,,,,False,,,
200,,,,,False,,,
201,,,,,False,,,
202,,,,,False,,,
203,,,,,False,,,
204,,,,,False,,,
205,,,,,False,,,
206,,,,,False,,,
207,,,,,False,,,
208,,,,,False,,,
209,,,,,False,,,
210,,,,,False,,,
211,,,,,False,,,
212,,,,,False,,,
213,,,,,False,,,
214,,,,,False,,,
215,,,,,False,,,
216,,,,,False,,,
217,,,,,False,,,
218,,,,,False,,,
219,,,,,False,,,
220,,,,,False,,,
221,,,,,False,-1.6556473829201102,,
222,,,,,True,-1.5041322314049586,,
223,,,,,True,-1.421487603305785,,
224,,,,,True,-1.256198347107438,,
225,,,,,True,-1.1942148760330578,,
226,,,,,True,-1.1942148760330578,,
227,,,,,True,-0.8636363636363638,,
228,-1.247336928668926,-1.3667763157894737,-1.1992746649516424,-1.0753232420064285,True,-0.3746556473829201,,-0.6721175106398465
229,-0.9871697452424144,-1.317434210526316,-1.0171778376687497,-1.069055501285341,True,-0.1198347107438015,-0.7037069706455814,-0.6607819160667159
230,-0.7307157296182196,-1.1529605263157894,-0.9402381347009952,-0.874984334756276,True,-0.0922865013774103,-0.3729041170871086,-0.6278348874326256
231,-0.4565139612484228,-0.8980263157894737,-0.3956050654689509,-0.6014553154339226,False,-0.0509641873278237,-0.2457025471648983,-0.551144480611951
232,-0.4704828574024629,-0.881578947368421,-0.5033387822705084,-0.6032034928374632,False,-0.0303030303030302,-0.9099224602589896,-0.8296803827865646
233,-0.8468431825577507,-0.881578947368421,-0.8705730254849184,-0.7701737808198361,False,-0.1542699724517906,-1.342851692654864,-1.0845324619825163
234,-0.1846344914775608,-0.75,-0.1944214244194868,-0.2138805186418706,False,-0.4710743801652892,-0.5886959592937819,-0.9187187341498017
235,0.0470710099494979,-0.4210526315789473,-0.075645847874856,-0.0105188939064495,False,0.2520661157024793,-0.5041194923466308,-0.6395773522617199
236,0.2206852276259523,-0.4292763157894737,0.3428698779796018,0.2475085144110491,False,0.3553719008264462,-1.080200383350255,-0.960597984217143
237,0.5,-0.4621710526315787,0.5,0.5,False,-0.0303030303030302,-1.1165470665832704,-1.1422607278344938
238,,,,,False,,,
239,,,,,False,,,
240,,,,,False,,,
241,,,,,False,,,
242,,,,,False,,,
243,,,,,False,,,
244,,,,,False,,,
245,,,,,False,,,
246,,,,,False,,,
247,,,,,False,,,
248,,,,,False,,,
249,,,,,False,,,
250,,,,,False,,,
251,,,,,False,,,
252,,,,,False,,,
253,,,,,False,,,
254,,,,,False,,,
255,,,,,False,-1.600550964187328,,
256,,,,,True,-1.4283746556473829,,
257,,,,,True,-1.325068870523416,,
258,,,,,True,-1.2699724517906334,,
259,,,,,True,-1.2079889807162534,,
260,,,,,False,-1.2079889807162534,,
261,,,,,False,-1.1735537190082646,,
262,-1.7374068383094394,-1.5394736842105263,-1.591452239997572,-1.5409722492220044,True,-1.0151515151515151,,-1.5914076420226049
263,-1.5830728729422243,-1.5230263157894737,-1.3722759885706548,-1.397660380211518,True,-0.8567493112947657,-1.80465482572576,-1.6091869259983242
264,-1.4470159811067014,-1.4983552631578947,-1.1871210644511416,-1.160681524944705,True,-0.6845730027548209,-1.785754910715627,-1.52667742292846
265,-1.3430942271226751,-1.432565789473684,-1.1317572559767115,-1.160707761414426,True,-0.5606060606060606,-1.7382484032718022,-1.4820258724821684
266,-1.3235529340340708,-1.4161184210526314,-1.2155222634118554,-1.2956667807943894,True,-0.4435261707988982,-1.8109168402688764,-1.521369185402979
267,-1.2982624488191312,-0.881578947368421,-1.3274433551757705,-1.3575972771382987,False,-0.5812672176308542,-1.86824062619961,-1.6122431839675406
268,-1.4722612630055631,-0.6924342105263159,-1.5348249531364169,-1.5462623500379316,False,-0.71900826446281,-1.8492997518039227,-1.7456398553298054
269,-1.4242544037807168,-1.1858552631578947,-1.4002686923251106,-1.4321102458225203,False,-0.4848484848484848,-1.8461170896004508,-1.6704729410652408
